hg19	rn6
CASKIN2	Caskin2
TLL1	Tll1
LYAR	Lyar
METTL7A	Mettl7a
XPNPEP3	Xpnpep3
PNPT1	Pnpt1
OSGEPL1	Osgepl1
WDR11	Wdr11
SRP72	Srp72
KCTD12	Kctd12b
RCBTB2	Rcbtb2
HELZ	Helz
RFC3	Rfc3
LGALS2	Lgals2
IL10	Il10
MT-ND4L	MT-ND4L
NDUFB2	Ndufb2
TBC1D19	Tbc1d19
DAW1	Daw1
PDE7A	Pde7a
USP30	Usp30
TXNDC16	Txndc16
TCIRG1	Tcirg1
METTL7B	Mettl7b
FUCA2	Fuca2
BTG2	Btg2
STARD4	Stard4
LENG8	Leng8
PID1	Pid1
REXO2	Rexo2
C11orf58	RGD1311703
PRSS12	Prss12
MITD1	Mitd1
CACNA2D1	Cacna2d1
RGL2	Rgl2
HADHB	Hadhb
NOG	Nog
PSIP1	Psip1
RSPH1	Rsph1
OTUD3	Otud3
IGFBP5	Igfbp5
TNNI3	Tnni3
HEMK1	Hemk1
OR4C11	Olr660
NAB2	Nab2
ASUN	Asun
LGI4	Lgi4
CACNA2D3	Cacna2d3
PCSK2	Pcsk2
HHIP	Hhip
TAX1BP3	Tax1bp3
FAM19A5	Fam19a5
PRIMPOL	Ccdc111
AK2	RGD1562178
PCSK4	Pcsk4
LAMP5	Lamp5
ANKLE2	Ankle2
MCAT	Mcat
FURIN	Furin
C4orf21	RGD1305834
PVRL4	Pvrl4
MRPS27	Mrps27
STUB1	Stub1
WDR16	Wdr16
EFR3B	Efr3b
ADAM17	Adam17
NOM1	Nom1
LONP1	Lonp1
CCDC58	Ccdc58
DBR1	Dbr1
INTS7	Ints7
EPHB1	Ephb1
MRPS24	Mrps24
EIF2S1	Eif2s1
RETN	Retn
MIB1	Mib1
MYH7B	Myh7b
NAB1	Nab1
INO80C	Ino80c
CARM1	Carm1
OTUD5	Otud5
TMEM69	Tmem69
MELK	Melk
ADSS	Adss
ASNA1	Asna1
PTGES2	Ptges2
CRYM	Crym
POLR3D	Polr3d
SFTPB	Sftpb
LGI2	Lgi2
EFCAB14	Efcab14
METTL15	RGD1304978
DALRD3	Dalrd3
AADACL3	Aadacl3
ANKRD26	Ankrd26
GDF9	Gdf9
RPAIN	Rpain
TMEM51	Tmem51
PROCA1	Proca1
ZFP28	Zfp28
TACO1	Taco1
CHCHD7	Chchd7
NLE1	Nle1
C8G	C8g
PROS1	Pros1
LIN28A	Lin28a
TULP2	Tulp2
UVSSA	Uvssa
DCAF12	Dcaf12
RNF8	Rnf8
SREK1	Srek1
ASTE1	Aste1
FAM19A4	Fam19a4
C4orf33	RGD1359508
WDR83OS	Wdr83os
TMEM161B	Tmem161b
TTC36	Ttc36
RGL3	Rgl3
SRSF11	Srsf11
USE1	Use1
MRPL47	Mrpl47
IKBKG	Ikbkg
ZNF330	Zfp330
RAD51B	Rad51b
APOBEC2	Apobec2
RCAN2	Rcan2
MMD	Mmd
BAAT	Baat
NAA30	Naa30
MED1	Med1
EIF3A	Eif3a
LGALS1	Lgals1
SPATA17	Spata17
CMBL	Cmbl
NUAK2	Nuak2
C21orf2	RGD1309594
KMT2D	Kmt2d
USP36	Usp36
APOPT1	Apopt1
APOBEC1	Apobec1
MAP6	Map6
LGSN	Lgsn
MPG	Mpg
IGFBP3	Igfbp3
KIAA1468	RGD1307235
CCDC152	Ccdc152
ANAPC7	Anapc7
TULP3	Tulp3
VWA2	Vwa2
CEP89	Cep89
VSIG10	Vsig10
TMEM67	Tmem67
OGFOD3	Ogfod3
MMD2	Mmd2
APOBEC3H	Apobec3b
C5orf63	C330018D20Rik
PRTFDC1	Prtfdc1
EPHB3	Ephb3
SYT7	Syt7
PRMT2	Prmt2
NEURL2	Neurl2
FAM19A3	Fam19a3
FBXO16	Fbxo16
PRKAA1	Prkaa1
OAF	Oaf
VEZT	Vezt
WDR90	Wdr90
SUPT4H1	Supt4h1
SYT12	Syt12
AGPAT5	Agpat5
UBR3	Ubr3
CLP1	Clp1
TTC13	Ttc13
BTG4	Btg4
NAT10	Nat10
WDR18	Wdr18
SLC30A5	Slc30a5
LSG1	Lsg1
PRKAA2	Prkaa2
GPR155	Gpr155
DCP1B	Dcp1b
COX17	Cox17
RAD52	Rad52
PSAP	Psap
RAD18	Rad18
HHIPL2	Hhipl2
ZFPL1	Zfpl1
CCDC84	Ccdc84
HIVEP3	Hivep3
XRCC2	Xrcc2
LYPD1	Lypd1
ST7	ST7
C10orf118	A630007B06Rik
PFDN6	Pfdn6
CNTNAP4	Cntnap4
SIRT5	Sirt5
MIA2	Ctage5
DPF3	Dpf3
ADSSL1	Adssl1
ZNF512	Zfp512
TRAF3IP2	Traf3ip2
MAN1A2	Man1a2
PVR	PVR
HDGFRP2	Hdgfrp2
POLR2I	POLR2I
TMEM35	Tmem35
HDGFL1	HDGF
GRN	Grn
PVRL3	Pvrl3
RETSAT	Retsat
NDUFA5	Ndufa5
C17orf85	RGD1308139
HHIPL1	Hhipl1
GRINA	Grina
HOXC6	Hoxc6
ANKDD1B	Ankdd1b
NOC2L	Noc2l
TMEM209	Tmem209
IGDCC3	Igdcc3
ZBTB11	Zbtb11
PSAPL1	Psapl1
MDM4	Mdm4
DHX37	Dhx37
C16orf58	RGD1310127
FAM19A1	Fam19a1
UIMC1	Uimc1
TMCO1	Tmco1
RCAN1	Rcan1
LGI1	Lgi1
SUPV3L1	Supv3l1
TNNI1	Tnni1
RASSF9	Rassf9
PLEC	Plec
ACAT1	Acat1
ST7L	St7l
TXN2	Txn2
SF3A1	Sf3a1
LSM2	LSM2
FIBP	Fibp
TMEM72	Tmem72
RAB36	Rab36
ADAM10	Adam10
WDR53	Wdr53
ELOF1	Elof1
DOCK7	Dock7
ADCY5	Adcy5
ICT1	Ict1
MSTO1	Msto1
TXNDC2	Txndc2
TOB1	Tob1
BLCAP	Blcap
WDR54	Wdr54
PDE8A	Pde8a
RCAN3	Rcan3
DDX47	Ddx47
GAL	Gal
OXCT1	Oxct1
PIGC	Pigc
SH2B1	Sh2b1
SART3	Sart3
CKAP5	Ckap5
SIRT1	Sirt1
NOB1	Nob1
HMG20B	Hmg20b
LRRCC1	Lrrcc1
TMEM161A	Tmem161a
DRC1	Drc1
DCP1A	Dcp1a
RHOXF1	Rhox13
STARD5	Stard5
ESX1	Esx1
SEC31B	Sec31b
CSPP1	Cspp1
EPHB4	Ephb4
DSP	Dsp
PFDN2	Pfdn2
TMEM220	Tmem220
GFAP	Gfap
GMDS	Gmds
ECT2L	Ect2l
HAAO	Haao
ACAA2	Acaa2
MAGEB16	Mageb16
NCAPG2	Ncapg2
KIAA1524	RGD1310335
FUK	Fuk
BTG3	Btg3
ATOH8	Atoh8
ABAT	Abat
KCNU1	Kcnu1
SNAPC1	Snapc1
NPPC	Nppc
ASPG	Aspg
COQ2	Coq2
SLC19A1	Slc19a1
PROSER1	Proser1
LSS	Lss
RGSL1	Rgsl1
NDUFB7	Ndufb7
BROX	Brox
CFDP1	Cfdp1
HECW1	Hecw1
PBDC1	Pbdc1
CBX1	Cbx1
CNPPD1	Cnppd1
C8orf34	RGD1564053
DPF1	DPF1
TIMM13	Timm13
MAP6D1	Map6d1
CLPX	Clpx
OPTN	OPTN
UMPS	Umps
POLG	Polg
MATN1	Matn1
MYO19	Myo19
COMMD3	Commd3
MIS12	Mis12
NCOA5	Ncoa5
CMC1	Cmc1
DNPEP	Dnpep
GARS	Gars
DCC	Dcc
ATRX	Atrx
SLC37A4	Slc37a4
FBXO36	Fbxo36
MED24	Med24
ANKDD1A	Ankdd1a
ADA	Ada
CENPL	CENPL
PAM	Pam
PTPLAD1	Ptplad1
RBM18	Rbm18
CEP104	Cep104
IL17RC	Il17rc
TRIM29	Trim29
HPS3	Hps3
SAP130	Sap130
GINS3	Gins3
MBTPS1	Mbtps1
UGCG	Ugcg
TPX2	Tpx2
SCARB2	Scarb2
TRAPPC11	Trappc11
HUWE1	Huwe1
MED15	Med15
DCTN5	Dctn5
CASKIN1	Caskin1
EZH1	Ezh1
DMC1	Dmc1
KIAA1143	RGD1311745
MRPL20	Mrpl20
EI24	Ei24
IQCK	Iqck
MLC1	Mlc1
BBS2	Bbs2
TMEM125	Tmem125
BIN3	Bin3
PRMT3	Prmt3
SLC30A7	Slc30a7
IGFBP1	Igfbp1
GPN2	Gpn2
EXD1	Exd1
ITLN1	Itln1
LARP6	Larp6
UFC1	Ufc1
PTPLA	Ptpla
PSEN1	Psen1
LTN1	Ltn1
HOXB6	Hoxb6
ATMIN	Atmin
EBF4	Ebf4
ADAMTS5	Adamts5
HIVEP2	Hivep2
MYH11	Myh11
SLC30A6	Slc30a6
CCDC47	Ccdc47
NUP107	Nup107
MAGEL2	Magel2
ORC4	Orc4
FTSJ2	Ftsj2
KLHDC4	Klhdc4
C11orf30	2210018M11Rik
AFTPH	Aftph
MRPL46	Mrpl46
PIGX	Pigx
AMN1	Amn1
DPF2	Dpf2
ANKH	Ankh
PTPLB	Ptplb
HOXD8	Hoxd8
VWA5B2	Vwa5b2
GCFC2	Gcfc2
ANKS1B	Anks1b
AANAT	Aanat
NDN	Ndn
SPATA7	Spata7
DDX28	Ddx28
CWC25	Cwc25
BRD7	Brd7
PEX10	Pex10
MAD2L2	Mad2l2
ATP13A1	Atp13a1
BSCL2	Bscl2
AHI1	Ahi1
HOXC8	Hoxc8
PRMT8	Prmt8
TNFRSF9	Tnfrsf9
ZC3H10	Zc3h10
BRD9	Brd9
NETO1	Neto1
CRTC2	Crtc2
ATP6V0A1	Atp6v0a1
MAGED2	Maged2
ZNF169	Zfp169
ATG10	Atg10
OR5V1	Olr1869
TPGS2	Tpgs2
BCS1L	Bcs1l
ZNF133	Zfp133
SEC31A	Sec31a
SHFM1	Shfm1
VANGL2	Vangl2
C9orf156	RGD1305420
IMP3	Imp3
DZANK1	RGD1311344
NKPD1	Nkpd1
PUS3	Pus3
ETFB	Etfb
MYO1A	Myo1a
GAS8	Gas8
LSM10	Lsm10
USP42	Usp42
TTC4	Ttc4
EBF3	Ebf3
TEX30	Tex30
VWA9	Vwa9
TSEN2	Tsen2
PDE7B	Pde7b
PLXDC1	Plxdc1
TRPC4AP	Trpc4ap
REXO1	Rexo1
MBTPS2	Mbtps2
TPD52L2	Tpd52l2
IKBIP	Ikbip
CXorf57	D330045A20Rik
CLN6	Cln6
MYH10	Myh10
PDE8B	Pde8b
BPNT1	Bpnt1
MSANTD2	Msantd2
ATP6V0A2	Atp6v0a2
UQCC1	Uqcc
ERCC1	Ercc1
MAN1C1	Man1c1
TMEM168	Tmem168
CBX5	Cbx5
FAM221A	Fam221a
CMTM7	Cmtm7
C15orf26	RGD1310371
UBL7	Ubl7
TRO	Tro
ALG2	Alg2
CIAO1	Ciao1
ENDOD1	Endod1
ATP6V0A4	Atp6v0a4
BCR	Bcr
DOLPP1	Dolpp1
MRPL14	MRPL14
DPH7	Dph7
IFT81	Ift81
PINLYP	Pinlyp
CGRRF1	Cgrrf1
UBR5	Ubr5
RGL1	Rgl1
MAN1A1	Man1a1
FBXW12	Fbxw12
C11orf74	B230118H07Rik
KIAA1328	RGD1562608
MIB2	Mib2
FYTTD1	Fyttd1
RPTOR	Rptor
AZI2	Azi2
HMG20A	Hmg20a
SDHB	Sdhb
COX19	Cox19
IRG1	Irg1
TMEM208	Tmem208
CHTF18	Chtf18
PSMB2	Psmb2
NUDT18	Nudt18
CIZ1	Ciz1
MIDN	Midn
ADI1	Adi1
TNFRSF25	Tnfrsf25
BMP1	Bmp1
GPR180	Gpr180
CMIP	Cmip
ZNF341	Zfp341
PROX1	Prox1
RGS7BP	Rgs7bp
G2E3	G2E3
PIGN	Pign
GEMIN6	Gemin6
RNF25	Rnf25
MRPS33	Mrps33
RLN3	Rln3
TWSG1	Twsg1
CCDC174	Ccdc174
IFT172	Ift172
SH2B2	Sh2b2
COMMD8	Commd8
CEP19	Cep19
MIA3	Mia3
FASTKD2	Fastkd2
PRTG	Prtg
MYH14	Myh14
NSL1	Nsl1
TLL2	Tll2
SPTY2D1	Spty2d1
MYO15A	Myo15
MESDC2	Mesdc2
AAMDC	Aamdc
CLPP	Clpp
C11orf70	9230110C19Rik
TMEM214	Tmem214
PRPH	Prph
MCPH1	Mcph1
CDCA8	Cdca8
TMBIM6	Tmbim6
POLE2	Pole2
KANSL1	Kansl1
NETO2	Neto2
TAPT1	Tapt1
IGHMBP2	Ighmbp2
PROX2	Prox2
KCNT2	Kcnt2
VANGL1	Vangl1
TRIM37	Trim37
XPOT	Xpot
C7orf63	A330021E22Rik
EPSTI1	Epsti1
YTHDC1	Ythdc1
DDIT3	DDIT3
ECI1	Eci1
GTF3C1	Gtf3c1
LRP2	Lrp2
SLC19A3	Slc19a3
NAF1	Naf1
KCNT1	Kcnt1
GOLGA5	Golga5
SPATC1	Spatc1
TXNL1	Txnl1
C14orf119	RGD1308430
NGLY1	Ngly1
C1orf177	RGD1559493
COPB1	Copb1
GNE	Gne
ACOT8	Acot8
PKIG	Pkig
LIAS	Lias
UBR1	Ubr1
WDR44	Wdr44
FAM207A	Fam207a
NAGK	Nagk
SIMC1	Simc1
LACTB2	Lactb2
TMEM98	Tmem98
SSNA1	Ssna1
SH2D5	Sh2d5
SLC19A2	Slc19a2
MRPL44	Mrpl44
TNFRSF1A	Tnfrsf1a
EOGT	Eogt
MSANTD4	Msantd4
SSR3	Ssr3
ACN9	Acn9
KIAA0226L	RGD1304929
CCDC30	Ccdc30
DEF8	Def8
MMS19	Mms19l
TSNAX	Tsnax
MRPL12	Mrpl12
MRPS7	Mrps7
PPP1R21	Ppp1r21
C19orf25	RGD1359127
RIC8B	Ric8b
CCDC34	Ccdc34
SCG2	Scg2
GOSR1	Gosr1
PNISR	Pnisr
KIAA1191	P33MONOX
WRNIP1	Wrnip1
CDC7	Cdc7
FAM222A	Fam222a
IL21R	Il21r
SH2B3	Sh2b3
NAA15	Naa15
LAD1	Lad1
C18orf54	LAS2
UROD	Urod
HFM1	Hfm1
KCNMA1	Kcnma1
COQ9	Coq9
RNLS	Rnls
PLEKHM3	Plekhm3
LRP2BP	Lrp2bp
PEX5L	Pex5l
TXN	Txn1
WDR55	WDR55
PRR11	Prr11
CENPM	Cenpm
RIC3	Ric3
RBM19	Rbm19
LRPPRC	Lrpprc
CTDNEP1	Ctdnep1
NEO1	Neo1
LRRC72	Lrrc72
SMG8	Smg8
MFSD1	Mfsd1
AZI1	Azi1
PHF10	Phf10
MLH3	Mlh3
AC004381.6	Exnef
DARS	Dars
ERC1	Erc1
KANSL1L	Kansl1l
TUBGCP5	Tubgcp5
TPST1	Tpst1
TANGO2	Tango2
RNF123	Rnf123
TFPT	Tfpt
PSMA5	Psma5
OTOS	Otos
CTDP1	Ctdp1
HDHD3	Hdhd3
DLEC1	Dlec1
WDR66	Wdr66
EFCAB10	Efcab10
FICD	Ficd
FBXO15	Fbxo15
SMPD4	Smpd4
FBXO48	Fbxo48
SENP1	Senp1
LCP2	Lcp2
PRSS56	Prss56
RPIA	Rpia
FAM104A	Fam104a
LRRC73	Lrrc73
MBIP	Mbip
RP11-12J10.3	Mettl10
CEP70	Cep70
C6orf211	RGD1305235
TPST2	Tpst2
GPATCH4	Gpatch4
TMEM241	Tmem241
LDLRAD1	Ldlrad1
DNA2	Dna2
UEVLD	Uevld
BLVRB	BLVRB
PRKRIR	Prkrir
COPZ1	Copz1
SHPK	Shpk
HES6	Hes6
ZNF831	RGD1565819
ROM1	Rom1
DPAGT1	Dpagt1
ACER3	Acer3
PSEN2	Psen2
NADSYN1	Nadsyn1
SMC5	Smc5
SUCO	Suco
SMYD5	Smyd5
EPHB2	Ephb2
ANK1	Ank1
SLC33A1	Slc33a1
NDUFS1	Ndufs1
SATB2	Satb2
ZNF648	Zfp648
NUP205	Nup205
AIMP2	Aimp2
ADAMTS15	Adamts15
FAM104B	Tmem29
POLRMT	Polrmt
OMG	Omg
LDHC	Ldhc
CCDC173	Ccdc173
B3GALTL	B3galtl
WDR41	Wdr41
RIOK2	Riok2
SNRNP25	Snrnp25
FAM222B	Fam222b
PARG	Parg
RIC8A	Ric8a
UBD	Ubd
SH2D6	Sh2d6
GPAA1	Gpaa1
ADH7	Adh7
C4orf32	5730508B09Rik
PLEKHM1	Plekhm1
SLIT3	Slit3
WDR89	Wdr89
BLNK	Blnk
CDC26	Cdc26
RAB3GAP2	Rab3gap2
SAYSD1	Saysd1
ADH5	Adh5
CRTC1	Crtc1
TIMM50	Timm50
EFCAB1	Efcab1
IPO11	Ipo11
TXNDC8	Txndc8
TCHP	Tchp
SBF1	Sbf1
ACR	Acr
WASH4P	Wash
IGFBP4	Igfbp4
DHDDS	Dhdds
TMEM147	Tmem147
LRWD1	Lrwd1
FNBP1	Fnbp1
STX16-NPEPL1	Stx16
KISS1R	Kiss1r
MAP9	Map9
HAUS3	Haus3
SLC4A11	Slc4a11
EXOSC3	Exosc3
PRPH2	Prph2
TAGAP	Tagap
MGLL	Mgll
TMEM71	Tmem71
C3orf33	RGD1565059
TPD52L1	Tpd52l1
EMC7	RGD1305045
ST8SIA2	St8sia2
RSPRY1	Rspry1
TEFM	Tefm
C12orf39	B230216G23Rik
PLXDC2	Plxdc2
HSPBP1	Hspbp1
ADCY10	Adcy10
GPR151	Gpr151
TMEM52B	Tmem52b
N6AMT1	N6amt1
SYT13	Syt13
MLF1	Mlf1
DDX49	Ddx49
POMGNT2	Pomgnt2
AVEN	Aven
HES2	Hes2
TSKU	Tsku
EDAR	Edar
KIAA0226	RGD1305422
FAM122C	Fam122c
C7orf62	RGD1564345
DTYMK	Dtymk
NAA16	Naa16
IGFBP2	Igfbp2
COMMD7	Commd7
GALR3	Galr3
ACYP2	Acyp2
PHF7	Phf7
TAF3	Taf3
MAPK8IP1	Mapk8ip1
PGAP3	Perld1
TRMT11	Trmt11
C1orf35	RGD1304587
LRRC42	Lrrc42
ZNF319	Zfp319
ANAPC1	Anapc1
BMP2K	Bmp2k
CNN2	Cnn2
CACHD1	Cachd1
SH3KBP1	Sh3kbp1
PAXBP1	Paxbp1
SMARCAD1	Smarcad1
TMA7	Tma7
C1orf228	RGD1563714
PKD1L1	Pkd1l1
SENP2	Senp2
MRM1	Mrm1
ACYP1	Acyp1
COL2A1	Col2a1
MTO1	Mto1
TUBGCP6	Tubgcp6
IK	Ik
IMPA2	Impa2
UBR2	Ubr2
FIBIN	Fibin
TMEM258	Tmem258
C12orf44	ATG101
INO80B	Ino80b
C17orf75	RGD1310429
MRPL37	Mrpl37
SATB1	Satb1
ALLC	Allc
ENKD1	Enkd1
LDHB	Ldhb
SAMD3	Samd3
TAF1A	Taf1a
MVD	Mvd
NDUFAF6	Ndufaf6
LIX1	Lix1
COPZ2	Copz2
MRI1	Mri1
SPATA9	Spata9
ZHX3	Zhx3
HES1	Hes1
C6orf57	1110058L19Rik
SGPL1	Sgpl1
UBAC1	Ubac1
SRXN1	SRXN1
DPCD	Dpcd
HIVEP1	Hivep1
SYCP1	Sycp1
GPATCH11	Gpatch11
ATOX1	Atox1
PARK2	Park2
GLOD5	Glod5
NUDT1	Nudt1
IL1B	Il1b
GLRX5	Glrx5
ZNF205	Zfp13
INSRR	Insrr
P4HTM	P4htm
XRRA1	XRRA1
VIM	Vim
CCL21	Ccl21
SWSAP1	Swsap1
RNF217	Rnf217
HIST2H2AC	Hist2h2ac
CCSER1	Ccser1
CTBS	Ctbs
IL23R	Il23r
RPP38	Rpp38
CNN1	Cnn1
MCM6	Mcm6
CEP44	Cep44
TELO2	Telo2
NUBP2	Nubp2
AAK1	Aak1
MREG	Mreg
TMIE	Tmie
BAIAP3	Baiap3
CENPK	Cenpk
PLGRKT	Plgrkt
ISCA1	Isca1
CXorf21	RGD1565785
PMCH	Pmch
SLIT1	Slit1
LETMD1	Letmd1
ZNF691	Zfp691
COPS4	Cops4
MFSD10	Mfsd10
UCMA	UCMA
HYPK	Hypk
CLTB	Cltb
SLC25A38	Slc25a38
NAALAD2	Naalad2
CCDC151	Ccdc151
ANKLE1	Ankle1
ST8SIA6	St8sia6
MAEL	Mael
EIF3M	Eif3m
GTF3C4	Gtf3c4
EBF2	Ebf2
MRPL16	Mrpl16
ZSWIM2	Zswim2
SCARB1	Scarb1
LRP8	Lrp8
PIGM	Pigm
TREM2	Trem2
XRN2	Xrn2
NARS2	Nars2
RABL6	Rabl6
CHCHD5	Chchd5
MTDH	Mtdh
DES	Des
FNBP1L	Fnbp1l
JAKMIP2	Jakmip2
TTF2	Ttf2
VWA8	Vwa8
ZNF770	Zfp770
ENKUR	Enkur
GATAD1	Gatad1
NUP133	Nup133
PHPT1	Phpt1
CWH43	Cwh43
SBF2	RGD1559442
CTSB	Ctsb
TRMT12	Trmt12
IFT27	Ift27
TMEM128	Tmem128
MBD1	Mbd1
ATF4	Atf4
TMEM167A	Tmem167a
OSTM1	Ostm1
IMPA1	Impa1
RRP15	Rrp15
DNAJC28	Dnajc28
SIL1	Sil1
CCDC124	Ccdc124
INA	Ina
ANKFY1	Ankfy1
WRAP73	Wrap73
BHMT2	Bhmt2
PIR	Pir
ACOT13	Acot13
CDC123	Cdc123
JMY	Jmy
DOT1L	Dot1l
GTF2H3	Gtf2h3
CHURC1	Churc1
NBR1	Nbr1
PSMC1	Psmc1
HPS1	HPS1
ARMC1	Armc1
SNX16	Snx16
GRAMD4	Gramd4
TGS1	Tgs1
ZHX1	Zhx1
PSTK	RGD1564300
GYS1	Gys1
DCAKD	Dcakd
HIST3H2A	Hist3h2a
C20orf194	RGD1565616
ATPAF1	Atpaf1
BRK1	Brk1
ZFYVE27	Zfyve27
TPD52	Tpd52
SH3D21	Sh3d21
VPS16	Vps16
PIBF1	Pibf1
MAPK8IP2	Mapk8ip2
GTDC1	Gtdc1
SSBP1	Ssbp1
FBXO4	Fbxo4
VTA1	Vta1
DPM2	Dpm2
PIN1	Pin1
CRAMP1L	Cramp1l
UNC13D	Unc13d
UTP15	Utp15
C16orf59	1600002H07Rik
VWA5B1	Vwa5b1
PDE12	Pde12
HSPB11	Hspb11
TYSND1	Tysnd1
KRI1	Kri1
GNB1L	Gnb1l
NUDT19	Nudt19
DAZAP2	Dazap2
COX15	Cox15
COL3A1	Col3a1
FOLH1	Folh1
H1FOO	H1foo
XAB2	Xab2
VCP	Vcp
SUPT3H	Supt3h
CTNS	Ctns
SPCS2	Spcs2
ZBBX	Zbbx
SNX19	Snx19
SUFU	Sufu
OGFOD1	Ogfod1
WRAP53	Wrap53
FAM76B	Fam76b
TESC	Tesc
NUPL2	Nupl2
THADA	Thada
SLC4A1	Slc4a1
TM2D2	Tm2d2
GYS2	Gys2
ATP5D	Atp5d
C1orf146	1700028K03Rik
MTERFD2	Mterfd2
FAM76A	Fam76a
MRP63	Mrp63
ZNHIT6	Znhit6
APBA3	Apba3
C15orf59	RGD1562618
TM4SF20	Tm4sf20
CALCA	Calca
PSMC3IP	Psmc3ip
COQ3	Coq3
MMS22L	Mms22l
USP10	Usp10
ARHGAP20	Arhgap20
ADAMTS1	Adamts1
SLITRK1	Slitrk1
LACTB	Lactb
NRM	Nrm
ITPA	Itpa
CASC3	Casc3
MVP	Mvp
LSM11	Lsm11
TMEM254	Tmem254
C19orf44	RGD1311847
SEC63	Sec63
SLC10A7	Slc10a7
RSPH6A	Rsph6a
C9orf85	RGD1359158
FAM185A	Fam185a
TRAPPC2L	Trappc2l
ZNF839	Zfp839
SLC27A5	Slc27a5
CSPG5	Cspg5
TRAPPC12	Trappc12
SLC35C1	Slc35c1
TMEM97	Tmem97
CCDC127	Ccdc127
TMEM169	Tmem169
FAM160A2	Fam160a2
FANCA	Fanca
SLC12A2	Slc12a2
MLF2	Mlf2
RNF182	Rnf182
HEXB	Hexb
CCDC112	Ccdc112
FAM174B	Fam174b
MTMR9	Mtmr9
SERPINH1	Serpinh1
NCEH1	Nceh1
XRCC4	Xrcc4
MOSPD3	Mospd3
ZNF800	Zfp800
RRP9	Rrp9
FBXO24	Fbxo24
CCDC115	CCDC115
OOSP2	Plac1l
SNTG1	Sntg1
FSIP1	Fsip1
CCDC103	Ccdc103
PARM1	Parm1
SYDE1	Syde1
PELO	Pelo
C6orf58	RGD1311933
RPRM	Rprm
PRPF38B	Prpf38b
LUC7L	Luc7l
KIAA1024L	RGD1312005
BPIFA3	Bpifa3
C1orf112	BC055324
INPP1	Inpp1
GPR160	Gpr160
MTHFR	Mthfr
INSR	Insr
ANK2	Ank2
LIX1L	Lix1l
MED20	MED20
ST8SIA5	St8sia5
C1orf109	RGD1560436
RPRML	Rprml
ATF5	Atf5
EIF4ENIF1	Eif4enif1
APBA1	Apba1
PIFO	Pifo
ACTR5	Actr5
TIMELESS	Timeless
AFP	Afp
NOP9	Nop9
DGCR8	Dgcr8
SPATA21	Spata21
PPP1R17	Ppp1r17
MAGED1	Maged1
PLAA	Plaa
CYB5D1	Cyb5d1
MAATS1	Maats1
COIL	Coil
BHMT	Bhmt
CARF	Carf
CD2AP	Cd2ap
TMEM206	Tmem206
SARM1	Sarm1
OCA2	Oca2
PYGO1	Pygo1
SDHA	Sdha
LRRC56	Lrrc56
SMCO4	Smco4
AASS	Aass
NOL10	Nol10
CALCB	Calcb
STX17	Stx17
SLITRK5	Slitrk5
HSF2BP	Hsf2bp
RICTOR	Rictor
MS4A1	Ms4a1
TMF1	Tmf1
GUCD1	GUCD1
IL18	Il18
CCDC170	Ccdc170
ANKRD49	Ankrd49
COG1	Cog1
PRDX5	Prdx5
SLC27A2	Slc27a2
CRADD	Cradd
SYCE1	Syce1
UBE2H	Ube2h
CLTA	Clta
MED7	Med7
ORAOV1	Oraov1
MPEG1	Mpeg1
HDX	Hdx
USP13	Usp13
ANAPC4	Anapc4
NDUFA10	Ndufa10
RAB35	Rab35
SFXN4	Sfxn4
BET1	Bet1
MB21D1	Mb21d1
RIBC2	Ribc2
AFM	Afm
GLTSCR2	Gltscr2
RNF10	Rnf10
WDR91	Wdr91
MFSD6	Mfsd6
COL1A2	Col1a2
MSMB	Msmb
CEP55	Cep55
ARHGAP1	Arhgap1
DESI2	Desi2
EFCAB6	Efcab6
WARS	Wars
IER5	Ier5
EFCAB11	Efcab11
RANGRF	Rangrf
NUDT7	Nudt7
RANBP3	Ranbp3
SLC4A3	Slc4a3
MRRF	Mrrf
TINAGL1	Tinagl1
DOHH	Dohh
CACNG8	Cacng8
SYCE1L	Syce1l
CLCC1	Clcc1
EFCAB3	Efcab3
ADAMTS4	Adamts4
TYW3	Tyw3
ATP8B3	Atp8b3
SLAIN1	Slain1
MBOAT2	Mboat2
EIF1AD	Eif1ad
IER5L	Ier5l
GTF3C2	Gtf3c2
MAD2L1BP	Mad2l1bp
NOL7	Nol7
ACPL2	Acpl2
UCKL1	Uckl1
PIH1D1	Pih1d1
OCSTAMP	Ocstamp
FBXW9	Fbxw9
JAKMIP1	Jakmip1
ITGBL1	Itgbl1
C8orf33	1110038F14Rik
TBC1D22B	Tbc1d22b
MVK	Mvk
RAI2	Rai2
ZNF367	Zfp367
PFDN5	Pfdn5
TBC1D22A	Tbc1d22a
NAALADL1	Naaladl1
BID	Bid
ZCCHC24	Zcchc24
CD2BP2	Cd2bp2
HOMEZ	Homez
PPY	Ppy
ABRACL	Abracl
DET1	Det1
COA4	Coa4
PYGO2	Pygo2
WHAMM	Whamm
TRIP10	Trip10
STRIP1	Strip1
FHAD1	Fhad1
AKT1S1	Akt1s1
HES5	Hes5
GKN1	Gkn1
GTF2B	Gtf2b
POLR3K	Polr3k
ZNF830	Zfp830
SLC27A3	Slc27a3
GUCA2A	Guca2a
NEU1	Neu1
SART1	Sart1
C1orf85	RGD1303130
NIT1	Nit1
CCDC66	Ccdc66
POSTN	Postn
DARS2	Dars2
MRPL11	mrpl11
ANK3	Ank3
